Level,Message
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPSearchDatabaseSprocsSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.0.216 for Database [DedicatedContent_143557_105] from cache with version Id 79288d52-5c5d-48a7-9fdd-a10131b9e3bf, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPSearchDatabaseSprocsSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.0.216] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseTvfTvpsSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.32.0 for Database [DedicatedContent_143557_105] from cache with version Id 530fabcc-cb84-46f7-ab2d-3acf0e112dce, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseTvfTvpsSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.32.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSprocsSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.1091.0 for Database [DedicatedContent_143557_105] from cache with version Id 980acb89-1b99-4e1f-a039-187cad928276, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSprocsSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.1091.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPGlobalExtensionUpgradeSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.10.0 for Database [DedicatedContent_143557_105] from cache with version Id 51a10866-84fa-4a60-b6b4-282ff1b9372c, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPGlobalExtensionUpgradeSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.10.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence3	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.8.0 for Database [DedicatedContent_143557_105] from cache with version Id 5a18f688-ae67-46e5-b546-2c65e7aca548, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence3	ajy5i	DEBUG	Returning SchemaVersion [16.0.8.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence2	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.10.0 for Database [DedicatedContent_143557_105] from cache with version Id 1a707ef5-45b2-4235-9327-021e5f9b8bb0, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence2	ajy5i	DEBUG	Returning SchemaVersion [16.0.10.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPAppManagementExtensionUpgradeSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.4.0 for Database [DedicatedContent_143557_105] from cache with version Id 46b326e0-8841-4541-966c-90fb1be346be, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPAppManagementExtensionUpgradeSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.4.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	TaxonomyDatabaseExtensionSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.16.0 for Database [DedicatedContent_143557_105] from cache with version Id 8b03a57e-7f56-42f2-b296-d9ff28b22c1c, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	TaxonomyDatabaseExtensionSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.16.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	ProfileDatabaseExtensionSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.136.0 for Database [DedicatedContent_143557_105] from cache with version Id 2dec6a4b-7072-4124-a4b1-1c333208183e, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	ProfileDatabaseExtensionSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.136.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPAppManagementExtensionSprocsSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.9.0 for Database [DedicatedContent_143557_105] from cache with version Id 001dd9b0-0bb5-4924-888f-b3192e549c29, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPAppManagementExtensionSprocsSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.9.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	TaxonomyDatabaseExtensionSprocsSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.35.0 for Database [DedicatedContent_143557_105] from cache with version Id eb4d44fd-6b30-41b0-91de-31b715e6a2f2, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	TaxonomyDatabaseExtensionSprocsSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.35.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	ProfileDatabaseExtensionSprocsSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.121.0 for Database [DedicatedContent_143557_105] from cache with version Id 31f00a73-0d05-41f2-a4f3-095ad2fb8ef7, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	ProfileDatabaseExtensionSprocsSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.121.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	BdcDatabaseExtensionUpgradeSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.4.0 for Database [DedicatedContent_143557_105] from cache with version Id 09c18861-f237-4389-a477-1331bab06cb6, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	BdcDatabaseExtensionUpgradeSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.4.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	PDEUpgradeSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 19.0.9.0 for Database [DedicatedContent_143557_105] from cache with version Id a3df1728-45f9-4e78-8177-fb5a83cd3225, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	PDEUpgradeSequence	ajy5i	DEBUG	Returning SchemaVersion [19.0.9.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SecureStoreServiceExtensionSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.11.0 for Database [DedicatedContent_143557_105] from cache with version Id ca03df36-6b6d-48f0-9644-577600fdb120, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SecureStoreServiceExtensionSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.11.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPUpgradeSession	an58i	DEBUG	IsBackwardsCompatible [SPContentDatabase Name=DedicatedContent_143557_105] returned: True.	34421ba1-40f2-5000-048b-399a2e2fa5f0
High,SharePoint object [SPContentDatabase Name=DedicatedContent_143557_105] is currently running in backwards compatible mode. Please fully upgrade it to ensure optimal performance from this object.
Medium,No groups on windows token.
Medium,"DGCache [2024-04-02 20:17:48Z] : 7116, 19048, 0x0000000000000000, 0, CSPRequest::HrRunMondoSproc, VdbSubweb::setDomainGroupCache
"
Medium,"SPPolicyUtility.IsEnableMIPLabelEnabled: The value of the AAD unified setting for label, 'EnableMIPLabels', is 'True'."
Medium,External user '327420_twgroup.co.nz#ext#@colliers.onmicrosoft.com' cannot sign in to SPSite 'https://colliers.sharepoint.com/_vti_bin/client.svc/contextinfo<scrubbed>' with id '83fafc2b-3011-4966-80fe-7da2b53f8a53' because that feature is disabled.
High,"Cancelling sign-in because we could not find a valid matching tenancy user. UserName: '327420_twgroup.co.nz#ext#@colliers.onmicrosoft.com', FaultCode: 'SiteExtranetUsersDisabled', SPSite '83fafc2b-3011-4966-80fe-7da2b53f8a53'."
High,Cancelling sign-in for the user. UserType: 'non-guest'.
High,Throwing token issuance failure exception. ErrorCode: SiteExtranetUsersDisabled
Medium,"SPClaimProvider.FillClaimsForEntity: Request for entity claims failed with sign-in exception. Exception: System.ServiceModel.FaultException: ID3035: The request was not valid or is malformed.
   at Microsoft.SharePoint.Administration.Claims.SPSecurityTokenServiceFailureUtilities.ThrowTokenIssuanceFailureException(String errorNamespace, String errorCode)
   at Microsoft.SharePointGrid.TenantClaimProviders.TenantClaimProvider.GetUserFromSpodsWithAadFallbackForGuests(Uri context, SPSite site, SPClaim userClaim, String puid, SPClaimProviderContext claimProviderContext, UserSearchOptions userOptions)
   at Microsoft.SharePointGrid.TenantClaimProviders.TenantClaimProvider.FillClaimsForEntityWithSite(Uri context, SPClaim userClaim, String puid, SPSite site, SPClaimProviderContext claimProviderContext, List`1 claims)
   at Microsoft.SharePointGrid.TenantClaimProviders.TenantClaimProvider.FillClaimsForEntity(Uri context, SPClaim entity, SPClaimProviderContext claimProviderContext, List`1 claims)
   at Microsoft.SharePoint.Administration.Claims.SPClaimProvider.GetClaimsForEntity(Uri context, SPClaim entity, SPClaimProviderContext claimProviderContext)"
Medium,"STS Call Claims Forms: Request for entity claims failed with sign-in exception. Exception: 'System.ServiceModel.FaultException: ID3035: The request was not valid or is malformed.
   at Microsoft.SharePoint.Administration.Claims.SPSecurityTokenServiceFailureUtilities.ThrowTokenIssuanceFailureException(String errorNamespace, String errorCode)
   at Microsoft.SharePointGrid.TenantClaimProviders.TenantClaimProvider.GetUserFromSpodsWithAadFallbackForGuests(Uri context, SPSite site, SPClaim userClaim, String puid, SPClaimProviderContext claimProviderContext, UserSearchOptions userOptions)
   at Microsoft.SharePointGrid.TenantClaimProviders.TenantClaimProvider.FillClaimsForEntityWithSite(Uri context, SPClaim userClaim, String puid, SPSite site, SPClaimProviderContext claimProviderContext, List`1 claims)
   at Microsoft.SharePointGrid.TenantClaimProviders.TenantClaimProvider.FillClaimsForEntity(Uri context, SPClaim entity, SPClaimProviderContext claimProviderContext, List`1 claims)
   at Microsoft.SharePoint.Administration.Claims.SPClaimProvider.GetClaimsForEntity(Uri context, SPClaim entity, SPClaimProviderContext claimProviderContext)
   at Microsoft.SharePoint.Administration.Claims.SPClaimProviderOperations.ClaimsForEntity(Uri context, SPClaimProviderOperationOptions mode, String[] providerNames, SPClaim entity, SPClaimProviderContext claimProviderContext)
   at Microsoft.SharePoint.IdentityModel.SPSecurityTokenService.<>c__DisplayClass45_0.<AugmentClaimsIdentityWithClaimProviders>b__0()
   at Microsoft.SharePoint.IdentityModel.SPClaimsIdentityContext.RunWithClaimsIdentityContext(IClaimsIdentity identity, CodeToRun code)
   at Microsoft.SharePoint.IdentityModel.SPSecurityTokenService.AugmentClaimsIdentityWithClaimProviders(SPSecurityTokenRequestContext requestInfo, IClaimsIdentity identity, SPClaim identityClaim)
   at Microsoft.SharePoint.IdentityModel.SPSecurityTokenService.AugmentOutputIdentityForRequest(SPSecurityTokenRequestContext requestInfo, IClaimsIdentity outputIdentity)
   at Microsoft.SharePoint.IdentityModel.SPSecurityTokenService.GetOutputClaimsIdentityForRegularTokenRequest(SPSecurityTokenRequestContext requestInfo)
   at Microsoft.SharePoint.IdentityModel.SPSecurityTokenService.GetOutputClaimsIdentityForSPO(IClaimsPrincipal principal, RequestSecurityToken request)'."
Medium,"STS Call: Failed to issue new security token with sign-in exception. Exception: 'System.ServiceModel.FaultException: ID3035: The request was not valid or is malformed.
   at Microsoft.SharePoint.Administration.Claims.SPSecurityTokenServiceFailureUtilities.ThrowTokenIssuanceFailureException(String errorNamespace, String errorCode)
   at Microsoft.SharePointGrid.TenantClaimProviders.TenantClaimProvider.GetUserFromSpodsWithAadFallbackForGuests(Uri context, SPSite site, SPClaim userClaim, String puid, SPClaimProviderContext claimProviderContext, UserSearchOptions userOptions)
   at Microsoft.SharePointGrid.TenantClaimProviders.TenantClaimProvider.FillClaimsForEntityWithSite(Uri context, SPClaim userClaim, String puid, SPSite site, SPClaimProviderContext claimProviderContext, List`1 claims)
   at Microsoft.SharePointGrid.TenantClaimProviders.TenantClaimProvider.FillClaimsForEntity(Uri context, SPClaim entity, SPClaimProviderContext claimProviderContext, List`1 claims)
   at Microsoft.SharePoint.Administration.Claims.SPClaimProvider.GetClaimsForEntity(Uri context, SPClaim entity, SPClaimProviderContext claimProviderContext)
   at Microsoft.SharePoint.Administration.Claims.SPClaimProviderOperations.ClaimsForEntity(Uri context, SPClaimProviderOperationOptions mode, String[] providerNames, SPClaim entity, SPClaimProviderContext claimProviderContext)
   at Microsoft.SharePoint.IdentityModel.SPSecurityTokenService.<>c__DisplayClass45_0.<AugmentClaimsIdentityWithClaimProviders>b__0()
   at Microsoft.SharePoint.IdentityModel.SPClaimsIdentityContext.RunWithClaimsIdentityContext(IClaimsIdentity identity, CodeToRun code)
   at Microsoft.SharePoint.IdentityModel.SPSecurityTokenService.AugmentClaimsIdentityWithClaimProviders(SPSecurityTokenRequestContext requestInfo, IClaimsIdentity identity, SPClaim identityClaim)
   at Microsoft.SharePoint.IdentityModel.SPSecurityTokenService.AugmentOutputIdentityForRequest(SPSecurityTokenRequestContext requestInfo, IClaimsIdentity outputIdentity)
   at Microsoft.SharePoint.IdentityModel.SPSecurityTokenService.GetOutputClaimsIdentityForRegularTokenRequest(SPSecurityTokenRequestContext requestInfo)
   at Microsoft.SharePoint.IdentityModel.SPSecurityTokenService.GetOutputClaimsIdentityForSPO(IClaimsPrincipal principal, RequestSecurityToken request)
   at Microsoft.SharePoint.IdentityModel.SPSecurityTokenService.GetOutputClaimsIdentity(IClaimsPrincipal principal, RequestSecurityToken request, Scope scope)
   at Microsoft.IdentityModel.SecurityTokenService.SecurityTokenService.Issue(IClaimsPrincipal principal, RequestSecurityToken request)
   at Microsoft.SharePoint.IdentityModel.SPSecurityTokenService.Issue(IClaimsPrincipal principal, RequestSecurityToken request)'."
Medium,Leaving Monitored Scope: (Name=ExecuteSecurityTokenServiceOperationServer;StaticScopeId=6h8ie) Execution Time=101.1072; CPU Milliseconds=38; Managed Bytes=3066248; SQL Query Count=2; GCPauseMS=0; AllocBytes=3076696;; Parent=None
Unexpected,"Tenant SiteSubscription object is null, returning without tracking people manager api."
High,"[Forced due to logging gap, cached 94 ms earlier, Original Level: Verbose] SPRequestSecurityToken: SerializeProperty() serializing elementname:{0}, with value:{1}."
High,"[Forced due to logging gap, Original Level: VerboseEx] SPMonitoredScope ExecuteSecurityTokenServiceOperationCaller:http://docs.oasis-open.org/ws-sx/ws-trust/200512/RST/Issue dispose is starting"
High,Leaving Monitored Scope: (Name=ExecuteSecurityTokenServiceOperationCaller:http://docs.oasis-open.org/ws-sx/ws-trust/200512/RST/Issue;StaticScopeId=6jmt6) Execution Time=108.066; CPU Milliseconds=0; Managed Bytes=61416; SQL Query Count=0; GCPauseMS=0; AllocBytes=62416;; Parent=FormsSignInPage.AuthenticateEventHandler: Retrieve security token and establish session.
Medium,The user is disabled for this site. Exception : 'ID3035: The request was not valid or is malformed.'.
High,SecurityTokenForFormsAuthentication.TokenOrCookieBuildOrRebuild Failure: ID3035: The request was not valid or is malformed.
Medium,RpsFormsSignInPage::GetSecurityToken: Failed to get a non-persistant security token for user '<name>327420_twgroup.co.nz#EXT#@colliers.onmicrosoft.com</name>' with membership provider 'membership' and role provider 'rolemanager' with applies to 'https://colliers.sharepoint.com/_vti_bin/client.svc/contextinfo'. Exception: 'ID3035: The request was not valid or is malformed.'
High,Leaving Monitored Scope: (Name=FormsSignInPage.AuthenticateEventHandler: Retrieve security token and establish session.;StaticScopeId=6jngi) Execution Time=110.3862; CPU Milliseconds=2; Managed Bytes=177912; SQL Query Count=0; GCPauseMS=0; AllocBytes=179296;; Parent=Request (POST:https://colliers.sharepoint.com/_forms/default.aspx<scrubbed>)
Medium,The browser does support SameSite at revision 3 of RFC6265.
Medium,Deleted nonce cookie if present. Identifier: 'FC08EF6B552810B042BB1ADEC22EAB27CE71C2736D719C88'.
Medium,Successfully deleted the Nonce cookie if present.
Medium,Sign-in attempt resulted in an exception.
Medium,"this.UserNameWithoutDecoration was not set to null, not anonymous guest user."
High,m_isEmailAuthGuestUser was not properly initialized. Falling back to False.
Medium,"Known sign-in exception encountered. Exception Message: 'ID3035: The request was not valid or is malformed.'
Stack Trace: '   at Microsoft.IdentityModel.Protocols.WSTrust.WSTrustChannel.ReadResponse(Message response)
   at Microsoft.IdentityModel.Protocols.WSTrust.WSTrustChannel.Issue(RequestSecurityToken rst, RequestSecurityTokenResponse& rstr)
   at Microsoft.IdentityModel.Protocols.WSTrust.WSTrustChannel.Issue(RequestSecurityToken rst)
   at Microsoft.SharePoint.SPSecurityContext.SecurityTokenForContext(Uri context, Boolean bearerToken, SecurityToken onBehalfOf, SecurityToken actAs, SecurityToken delegateTo, SPRequestSecurityTokenProperties properties)
   at Microsoft.SharePoint.SPSecurityContext.SecurityTokenForFormsAuthentication(Uri context, String membershipProviderName, String roleProviderName, String username, String password, SPRequestSecurityTokenProperties requestProperties, Boolean isBootstrapTokenRequested)
   at Microsoft.Online.SharePoint.IdentityModel.RpsFormsSignInPage.GetSecurityToken(Login formsSignInControl)
   at Microsoft.SharePoint.IdentityModel.Pages.FormsSignInPage.AuthenticateEventHandler(Object sender, AuthenticateEventArgs formAuthenticateEventArgs)
   at Microsoft.Online.SharePoint.IdentityModel.RpsLogin.DoLogin(SPOAuthenticationArguments arguments)
   at Microsoft.Online.SharePoint.IdentityModel.RpsFormsSignInPage.SignInWithToken(SPOAuthToken token, SPOAuthenticationArguments arguments)
   at Microsoft.Online.SharePoint.IdentityModel.SPOAuthHelper.TryToAuthenticateWithToken(IRPSSignInCallback2 signInCallback, SPOAuthToken token, SPOIdentityProviderRedirectReason& reason)
   at Microsoft.Online.SharePoint.IdentityModel.SPOAuthHelper.TryToAuthenticateFromRequest(IRPSSignInCallback2 signInCallback, SPOAuthToken token, SPOIdentityProviderRedirectReason& reason)
   at Microsoft.Online.SharePoint.IdentityModel.SPOAuthHelper.TryToAuthenticateFromRequest(IRPSSignInCallback2 signInCallback, SPOIdentityProviderRedirectReason& reason)
   at Microsoft.Online.SharePoint.IdentityModel.SPOAuthHelper.TryToAuthenticate(IRPSSignInCallback signInCallback, SPOIdentityProviderRedirectReason& reason)
   at Microsoft.Online.SharePoint.IdentityModel.RpsFormsSignInPage.OnSignInRequest(RpsHelper helper)'."
High,EvoStsAuthenticationPipeline ExpectedFailure: TryToAuthenticate: Exception was not a session revocation signal. Rethrowing.
Medium,Disposing token.
Medium,Deleting nonce cookie if present as part disposing token handler.
Medium,Deleted nonce cookie if present. Identifier: 'FC08EF6B552810B042BB1ADEC22EAB27CE71C2736D719C88'.
Medium,"PermissionMask check failed for '{CA02D12D-6400-4DAB-8B1A-7297C939BE3A}'. Asking for '0x00010000', have '0x00000000'."
Unexpected,Setting internal status code
Unexpected,Failed to assert permission mask.
Medium,Unknown SPRequest error occurred. More information: 0x80070005
Medium,Retrieved internal error code from CSPRequest object.
Medium,"PermissionMask check failed for '{CA02D12D-6400-4DAB-8B1A-7297C939BE3A}'. Asking for '0x00010000', have '0x00000000'."
Unexpected,Setting internal status code
Unexpected,Failed to assert permission mask.
Medium,Unknown SPRequest error occurred. More information: 0x80070005
Medium,Retrieved internal error code from CSPRequest object.
Medium,"Experiment Manager: GetExpName final key: "
Medium,Experiment Manager: GetExpName expName: production
Medium,Component Manager: public CreateInstance: Microsoft.SharePoint.Context.ContextInfo
Medium,Component Manager: Look in production
High,SpPageContextInfo.VanityUrls ExpectedFailure: Get Vanity Urls for no single tenant.
Medium,[SPTenantInstanceInfo] Try to load tenant instance info from tenantStore cache for tenant = 7669dc6c-1c61-4add-918e-c7e4843aec7c
Medium,"[SPTenantInstanceInfo] Successfully loaded tenantStore cache for tenant = 7669dc6c-1c61-4add-918e-c7e4843aec7c, Try to get HasMultipleInstances property from it."
Medium,"[SPTenantInstanceInfo] hasMultipleInstancesValueFromTenantStoreCache = False for tenant = 7669dc6c-1c61-4add-918e-c7e4843aec7c, from tenantStoreCache."
Medium,[SPTenantInstanceInfo] TenantInstanceInfo killswitch is NOT activated.
Medium,[SPTenantInstanceInfo] Current Tenant = 7669dc6c-1c61-4add-918e-c7e4843aec7c is Non-Multigeo Tenant
Medium,"[SPTenantInstanceInfo] hasMultipleInstances Is True, Get property TenantInstanceInfo from TenantStore Cache for tenant = 7669dc6c-1c61-4add-918e-c7e4843aec7c"
Medium,"[SPTenantInstanceInfo] tenant Instance Infos Json From TenantStore Cache = [{""InstanceId"":""4e130bd8-5681-43ce-8774-bbd3df744a80"",""DataLocation"":"""",""IsDefaultDataLocation"":false,""RootSiteUrl"":""https://colliers.sharepoint.com/"",""MySiteHostUrl"":""https://colliers-my.sharepoint.com/"",""TenantAdminUrl"":""https://colliers-admin.sharepoint.com/"",""PortalUrl"":""https://colliers.sharepoint.com/"",""AdditionalUrls"":[]}],for tenant = 7669dc6c-1c61-4add-918e-c7e4843aec7c"
Medium,"[SPTenantInstanceInfo] Successfully loaded property TenantInstanceInfo from TenantStore Cache for tenant = 7669dc6c-1c61-4add-918e-c7e4843aec7c, TenantInstanceInfoJson = [{""InstanceId"":""4e130bd8-5681-43ce-8774-bbd3df744a80"",""DataLocation"":"""",""IsDefaultDataLocation"":false,""RootSiteUrl"":""https://colliers.sharepoint.com/"",""MySiteHostUrl"":""https://colliers-my.sharepoint.com/"",""TenantAdminUrl"":""https://colliers-admin.sharepoint.com/"",""PortalUrl"":""https://colliers.sharepoint.com/"",""AdditionalUrls"":[]}]"
Medium,"[SPTenantInstanceInfo] tenantInstanceInfos is Loaded from TenantStore Cache and it is a cache hit, tenantInstanceInfosJson = [{""InstanceId"":""4e130bd8-5681-43ce-8774-bbd3df744a80"",""DataLocation"":"""",""IsDefaultDataLocation"":false,""RootSiteUrl"":""https://colliers.sharepoint.com/"",""MySiteHostUrl"":""https://colliers-my.sharepoint.com/"",""TenantAdminUrl"":""https://colliers-admin.sharepoint.com/"",""PortalUrl"":""https://colliers.sharepoint.com/"",""AdditionalUrls"":[]}], Tenant = 7669dc6c-1c61-4add-918e-c7e4843aec7c"
Medium,Leaving Monitored Scope: (Name=WEXAddMultiGeoInfoInPageContext;StaticScopeId=6jm0a) Execution Time=0.3134; CPU Milliseconds=0; Managed Bytes=25144; SQL Query Count=0; GCPauseMS=0; AllocBytes=26272;; Parent=Request (POST:https://colliers.sharepoint.com/_forms/default.aspx<scrubbed>)
Medium,Site is in readOnlyIntent mode
Medium,Get Service Context from claims operation scope. SiteId: '83fafc2b-3011-4966-80fe-7da2b53f8a53'.
Medium,"PermissionMask check failed for '{CA02D12D-6400-4DAB-8B1A-7297C939BE3A}'. Asking for '0x00010000', have '0x00000000'."
Unexpected,Setting internal status code
Unexpected,Failed to assert permission mask.
Medium,Unknown SPRequest error occurred. More information: 0x80070005
Medium,Retrieved internal error code from CSPRequest object.
Medium,DisableCompanyWideSharingLinks:: Attempt in Retrieving DisableCSL rootweb setting via elevation due to exception
Medium,"SyntexPAYGEnabled:'False', Is setting valid:'False', Features enabled:'None'."
Medium,"DisableCompanyWideSharingLinks:: Success in Retrieving DisableCSL rootweb setting via elevation: "
Medium,DisableCompanyWideSharingLinks:: Default of false used
Medium,SyntexEntitlementProvider::IsEntitledForFeature - Syntex Billing Setting is invalid.
Medium,SyntexEntitlementProvider::IsEntitledForFeature - Syntex Billing Setting is invalid.
Medium,SyntexEntitlementProvider::IsEntitledForFeature - Syntex Billing Setting is invalid.
Medium,SyntexEntitlementProvider::IsEntitledForFeature - Syntex Billing Setting is invalid.
High,Leaving Monitored Scope: (Name=GenerateClientSnippet;StaticScopeId=6e54v) Execution Time=5.7213; CPU Milliseconds=5; Managed Bytes=570200; SQL Query Count=0; GCPauseMS=0; AllocBytes=568592;; Parent=Request (POST:https://colliers.sharepoint.com/_forms/default.aspx<scrubbed>)
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90254. Returning default.
Medium,[GetAssignmentWithoutCache] User is unauthenticated for feature Reserved_Client_ExpFeature90253. Returning default.
