Level,Message
Unexpected,"Disposing SPMemoryData [43a38a91-33dd-4bee-b7b9-92f2b8761fe0] is not active on this thread [Active: 00000000-0000-0000-0000-000000000000] [LastActive: 00000000-0000-0000-0000-000000000000] StackTrace:   at Microsoft.SharePoint.Utilities.SPMemoryData.Dispose()
   at Microsoft.SharePoint.Administration.SPRequestUsageMonitoredScope.OnDisposing()
   at Microsoft.SharePoint.Utilities.SPMonitoredScope.Dispose(Boolean disposing)
   at Microsoft.SharePoint.SPServiceContextBehavior.SPServiceContextCorrelationState.Dispose()
   at Microsoft.SharePoint.SPServiceContextBehavior.System.ServiceModel.Dispatcher.ICallContextInitializer.AfterInvoke(Object correlationState)
   at System.ServiceModel.Dispatcher.DispatchOperationRuntime.UninitializeCallContextCore(MessageRpc& rpc)
   at System.ServiceModel.Dispatcher.DispatchOperationRuntime.InvokeBegin(MessageRpc& rpc)
   at System.ServiceModel.Dispatcher.ImmutableDispatchRuntime.ProcessMessage5(MessageRpc& rpc)
   at System.ServiceModel.Dispatcher.ImmutableDispatchRuntime.ProcessMessage11(MessageRpc& rpc)
   at System.ServiceModel.Dispatcher.MessageRpc.Process(Boolean isOperationContextSet)
   at System.ServiceModel.Dispatcher.ChannelHandler.DispatchAndReleasePump(RequestContext request, Boolean cleanThread, OperationContext currentOperationContext)
   at System.ServiceModel.Dispatcher.ChannelHandler.HandleRequest(RequestContext request, OperationContext currentOperationContext)
   at System.ServiceModel.Dispatcher.ChannelHandler.AsyncMessagePump(IAsyncResult result)
   at System.ServiceModel.Dispatcher.ChannelHandler.OnAsyncReceiveComplete(IAsyncResult result)
   at System.Runtime.Fx.AsyncThunk.UnhandledExceptionFrame(IAsyncResult result)
   at System.Runtime.AsyncResult.Complete(Boolean completedSynchronously)
   at System.ServiceModel.Channels.TransportDuplexSessionChannel.TryReceiveAsyncResult.OnReceive(IAsyncResult result)
   at System.Runtime.Fx.AsyncThunk.UnhandledExceptionFrame(IAsyncResult result)
   at System.Runtime.AsyncResult.Complete(Boolean completedSynchronously)
   at System.ServiceModel.Channels.SynchronizedMessageSource.ReceiveAsyncResult.OnReceiveComplete(Object state)
   at System.ServiceModel.Channels.SessionConnectionReader.OnAsyncReadComplete(Object state)
   at System.ServiceModel.Channels.PipeConnection.OnAsyncReadComplete(Boolean haveResult, Int32 error, Int32 numBytes)
   at System.ServiceModel.Channels.OverlappedContext.CompleteCallback(UInt32 error, UInt32 numBytes, NativeOverlapped* nativeOverlapped)
   at System.Runtime.Fx.IOCompletionThunk.UnhandledExceptionFrame(UInt32 error, UInt32 bytesRead, NativeOverlapped* nativeOverlapped)
   at System.Threading._IOCompletionCallback.PerformIOCompletionCallback(UInt32 errorCode, UInt32 numBytes, NativeOverlapped* pOVERLAP)
"
Medium,Deleted nonce cookie if present. Identifier: 'C394A2889538CCB075EB6A6105F3422F099774D7F10DAD64'.
Medium,Successfully deleted the Nonce cookie if present.
Medium,EvoStsAuthenticationPipeline Success: My Scenario Success
Medium,The security token issued successfully from the application security token service.
Medium,Leaving Monitored Scope: (Name=SPOAuth2SecurityTokenManager::AcquireAssertionToken;StaticScopeId=6jmr2) Execution Time=5.2478; CPU Milliseconds=1; Managed Bytes=90320; SQL Query Count=0; GCPauseMS=0; AllocBytes=91800;; Parent=SPOAuth2SecurityTokenManager::AcquireAccessTokenByAuthorizationCode
Medium,The HTTP context read-only accessor is null.
Medium,SPOAuth2ESTSClient.UploadData : SPO Proactive Token Refresh Telemetry is not added to Request header as Telemetry Type was found with value : None
Medium,Sign-in attempt resulted in thread abort exception with a redirect.
Medium,Disposing token.
Medium,Deleting nonce cookie if present as part disposing token handler.
Medium,Deleted nonce cookie if present. Identifier: 'C394A2889538CCB075EB6A6105F3422F099774D7F10DAD64'.
Unexpected,SPDirectSharingUrlRedirect.ServerTransfer: Internal Server Transfer failed with exception Invalid URI: The format of the URI could not be determined.
Medium,"includeResponseStatsHeader is FALSE. UserAgent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
Medium,"Sending response headers to client [s=302,ct=text/html; charset=utf-8]"
Medium,Leaving Monitored Scope: (Name=Request (POST:https://colliers.sharepoint.com/_forms/default.aspx<scrubbed>);StaticScopeId=6jmmy) Execution Time=212.2848; CPU Milliseconds=51; Managed Bytes=4959864; SQL Query Count=3; GCPauseMS=0; AllocBytes=4970888;; Parent=None
Medium,"Final: FileOperationType = [_Unknown], OperationId = [Authentication_FormsDefaultAuthPage], ComponentId = [AuthenticationApi]"
Unexpected,"Disposing SPMemoryData [2fcc8ed6-1c5c-42ed-b18c-a719912ec538] is not active on this thread [Active: 111c7ec8-225e-4498-932d-dd799b0a5da6] [LastActive: 00000000-0000-0000-0000-000000000000] StackTrace:   at Microsoft.SharePoint.Utilities.SPMemoryData.Dispose()
   at Microsoft.SharePoint.Administration.SPRequestUsageMonitoredScope.OnDisposing()
   at Microsoft.SharePoint.Utilities.SPMonitoredScope.Dispose(Boolean disposing)
   at Microsoft.SharePoint.ApplicationRuntime.SPRequestModule.EndRequestHandler(Object oSender, EventArgs ea)
   at Microsoft.SharePoint.ApplicationRuntime.RequestInstrumentationScopeManager.<>c__DisplayClass17_0.<WrapEndRequestEventHandler>b__0(Object oSender, EventArgs ea)
   at System.Web.HttpApplication.SyncEventExecutionStep.System.Web.HttpApplication.IExecutionStep.Execute()
   at System.Web.HttpApplication.ExecuteStepImpl(IExecutionStep step)
   at System.Web.HttpApplication.ExecuteStep(IExecutionStep step, Boolean& completedSynchronously)
   at System.Web.HttpApplication.PipelineStepManager.ResumeSteps(Exception error)
   at System.Web.HttpApplication.BeginProcessRequestNotification(HttpContext context, AsyncCallback cb)
   at System.Web.HttpRuntime.ProcessRequestNotificationPrivate(IIS7WorkerRequest wr, HttpContext context)
   at System.Web.Hosting.PipelineRuntime.ProcessRequestNotificationHelper(IntPtr rootedObjectsPointer, IntPtr nativeRequestContext, IntPtr moduleData, Int32 flags)
   at System.Web.Hosting.PipelineRuntime.ProcessRequestNotification(IntPtr rootedObjectsPointer, IntPtr nativeRequestContext, IntPtr moduleData, Int32 flags)
   at System.Web.Hosting.UnsafeIISMethods.MgdIndicateCompletion(IntPtr pHandler, RequestNotificationStatus& notificationStatus)
   at System.Web.Hosting.UnsafeIISMethods.MgdIndicateCompletion(IntPtr pHandler, RequestNotificationStatus& notificationStatus)
   at System.Web.Hosting.PipelineRuntime.ProcessRequestNotificationHelper(IntPtr rootedObjectsPointer, IntPtr nativeRequestContext, IntPtr moduleData, Int32 flags)
   at System.Web.Hosting.PipelineRuntime.ProcessRequestNotification(IntPtr rootedObjectsPointer, IntPtr nativeRequestContext, IntPtr moduleData, Int32 flags)
"
Unexpected,The logon token added to the distributed cache successfully.
Medium,Leaving Monitored Scope: (Name=SPSessionAuthenticationModule.WaitLogonTokenAsyncPut;StaticScopeId=6ie7a) Execution Time=0.0357; CPU Milliseconds=0; Managed Bytes=1184; SQL Query Count=0; GCPauseMS=0; AllocBytes=2352;; Parent=None
Medium,The authentication settings retrieval will be evaluated on a separate task.
Medium,The task to execute the authentication code blocks asynchronously started.
Medium,Disposing of the claims operation scope.
Medium,"SPOIdleSessionCookie.WriteCookie: Writing idle session cookie. Value: 'True,3300,3600,1712117891156,1712118191156'."
Medium,"Writing cookie with value. Name: 'isso', Domain: '.sharepoint.com', Path: '/', RequireSsl: 'True'."
High,Leaving Monitored Scope: (Name=SPOAuth2ESTSClient::AcquireAccessTokenByAuthorizationCode;StaticScopeId=6jmsw) Execution Time=1908.695; CPU Milliseconds=1; Managed Bytes=191856; SQL Query Count=0; GCPauseMS=25; AllocBytes=193080;; Parent=SPOAuth2SecurityTokenManager::AcquireAccessTokenByAuthorizationCode
High,Leaving Monitored Scope: (Name=SPOAuth2SecurityTokenManager::AcquireAccessTokenByAuthorizationCode;StaticScopeId=6jmrz) Execution Time=1914.2138; CPU Milliseconds=2; Managed Bytes=307272; SQL Query Count=0; GCPauseMS=25; AllocBytes=309008;; Parent=SPDelegationTokenServiceProvider::AcquireRefreshTokenByAuthorizationCodeInternal
Medium,TrySaveRefreshTokenToVelocity: Successfully saved refresh token to Velocity cache.
Medium,Leaving Monitored Scope: (Name=SPOAuthTokenProviderStorage::TrySaveRefreshTokenToVelocity;StaticScopeId=6jmrg) Execution Time=2.3879; CPU Milliseconds=0; Managed Bytes=54808; SQL Query Count=0; GCPauseMS=0; AllocBytes=56032;; Parent=SPOAuthTokenProviderStorage::SaveRefreshToken
Medium,Successfully saved token to Velocity.
Medium,"TrySaveRawRefreshTokenToSessionStore: Updating RefreshToken for user <name>'6b8caf92-2bd6-4fc6-9ba2-3462b05cfc79'</name>, SessionId: '4c736738-d5c4-4075-bde6-eca7974bfa50'"
Medium,Leaving Monitored Scope: (Name=UserSessionDataStore.SetData.Execute;StaticScopeId=6jogc) Execution Time=2.9294; CPU Milliseconds=0; Managed Bytes=58088; SQL Query Count=1; GCPauseMS=0; AllocBytes=59312;; Parent=UserSessionDataStore.SetData
Medium,Leaving Monitored Scope: (Name=UserSessionDataStore.SetData;StaticScopeId=6jogb) Execution Time=3.6511; CPU Milliseconds=1; Managed Bytes=115520; SQL Query Count=1; GCPauseMS=0; AllocBytes=116872;; Parent=SPOAuthTokenProviderStorage::TrySaveRawRefreshTokenToSessionStore
Medium,Leaving Monitored Scope: (Name=SPOAuthTokenProviderStorage::TrySaveRawRefreshTokenToSessionStore;StaticScopeId=6jmri) Execution Time=3.7543; CPU Milliseconds=1; Managed Bytes=126848; SQL Query Count=1; GCPauseMS=0; AllocBytes=128328;; Parent=SPOAuthTokenProviderStorage::SaveRefreshToken
Medium,Successfully saved token to session store.
Medium,Leaving Monitored Scope: (Name=SPOAuthTokenProviderStorage::SaveRefreshToken;StaticScopeId=6jmrc) Execution Time=6.388; CPU Milliseconds=2; Managed Bytes=213296; SQL Query Count=1; GCPauseMS=0; AllocBytes=215032;; Parent=SPDelegationTokenServiceProvider::AcquireRefreshTokenByAuthorizationCodeInternal
Medium,Successfully acquired delegation token.
High,Leaving Monitored Scope: (Name=SPDelegationTokenServiceProvider::AcquireRefreshTokenByAuthorizationCodeInternal;StaticScopeId=6jmru) Execution Time=1920.7836; CPU Milliseconds=5; Managed Bytes=547776; SQL Query Count=1; GCPauseMS=25; AllocBytes=550280;; Parent=Task (SPDelegationTokenServiceProvider::StartAsyncTask)
Medium,Leaving Monitored Scope: (Name=Task (SPDelegationTokenServiceProvider::StartAsyncTask);StaticScopeId=6h8ie) Execution Time=1921.2781; CPU Milliseconds=6; Managed Bytes=635080; SQL Query Count=1; GCPauseMS=25; AllocBytes=637856;; Parent=SPDelegationTokenServiceProvider::AcquireRefreshTokenByAuthorizationCode
