SharePoint Foundation	Unified Logging Service	b8fx	High	ULS Init Completed (PowerShell.exe, onetnative.dll)
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:01:00.25 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Search.Upgrade.SPServerSequence] for [Microsoft.SharePoint.Administration.SPServer], Phase: 2147483647, Order: 4. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:01:00.25 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Search.Upgrade.SPSearchServiceSequence2] for [Microsoft.SharePoint.Administration.SPPrejoinedFarm], Phase: 2147483647, Order: 4. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyd	Medium	12/16/2021 04:01:00.25 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyd DEBUG End registering Microsoft.SharePoint.Search, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyx4	Medium	12/16/2021 04:01:00.25 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyx4 DEBUG Ready to initialize the type dictionary 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyx5	Medium	12/16/2021 04:01:00.25 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyx5 DEBUG Type dictionary initialized. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyx7	Medium	12/16/2021 04:01:00.25 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyx7 DEBUG Mutex released. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name , Id 7ee17460-1dcc-4043-8879-950fdd4d4151, Parent 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Version 3248. Last update info: [User: GLOBALNET\svc-ikm-farmadm Process:psconfigui (7952) Machine:HKDC2VMSPWFE01 Time:April 12, 2021 13:17:37.0000 Stack trace (Thread [8] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name , Id 4d9992b9-6e18-463e-af25-bb5cced4c411, Parent 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Version 2004. Last update info: [User: GLOBALNET\svc-ikm-farmadm Process:psconfigui (7952) Machine:HKDC2VMSPWFE01 Time:April 12, 2021 13:15:30.0000 Stack trace (Thread [8] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	Upgrade	ajy5v	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence ajy5v DEBUG VERSION LOG (GET): Get version 16.0.10379.20000 for Database [] from database with version Id 00000000-0000-0000-0000-000000000000, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence brrnz DEBUG VERSION LOG (GET): Get version 16.0.10.0 for Database [] from cache with version Id 60b1f2be-5130-45ab-af1d-edd34e626b5d, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajy5i	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence ajy5i DEBUG Returning SchemaVersion [16.0.10.0] for Database , Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence brrnz DEBUG VERSION LOG (GET): Get version 16.0.10379.20000 for Database [] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence brrnz DEBUG VERSION LOG (GET): Get version 16.0.10.0 for Database [] from cache with version Id 60b1f2be-5130-45ab-af1d-edd34e626b5d, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajy5i	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence ajy5i DEBUG Returning SchemaVersion [16.0.10.0] for Database , Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyxg	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence ajyxg DEBUG UpgradableBuildBypassInternal = 0 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyxh	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence ajyxh DEBUG UpgradableBuildBypass = 0 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 brrnz DEBUG VERSION LOG (GET): Get version 16.0.10379.20000 for Database [] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 brrnz DEBUG VERSION LOG (GET): Get version 15.0.1.0 for Database [] from cache with version Id f4d348c4-a6e9-4ed5-bdb2-2358b74ef902, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajy5i	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 ajy5i DEBUG Returning SchemaVersion [15.0.1.0] for Database , Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 brrnz DEBUG VERSION LOG (GET): Get version 16.0.10379.20000 for Database [] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 brrnz DEBUG VERSION LOG (GET): Get version 15.0.1.0 for Database [] from cache with version Id f4d348c4-a6e9-4ed5-bdb2-2358b74ef902, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajy5i	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 ajy5i DEBUG Returning SchemaVersion [15.0.1.0] for Database , Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyxg	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 ajyxg DEBUG UpgradableBuildBypassInternal = 0 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyxh	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 ajyxh DEBUG UpgradableBuildBypass = 0 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	an58d	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPUpgradeSession an58d DEBUG CanUpgrade [SPConfigurationDatabase] returned: True. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnw	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPUpgradeSession brrnw DEBUG VERSION LOG (GET): Getting NeedsUpgrade recursively for [SPConfigurationDatabase] and its children 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence brrnz DEBUG VERSION LOG (GET): Get version 16.0.10379.20000 for Database [] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence brrnz DEBUG VERSION LOG (GET): Get version 16.0.10.0 for Database [] from cache with version Id 60b1f2be-5130-45ab-af1d-edd34e626b5d, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajy5i	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence ajy5i DEBUG Returning SchemaVersion [16.0.10.0] for Database , Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence brrnz DEBUG VERSION LOG (GET): Get version 16.0.10.0 for Database [] from cache with version Id 60b1f2be-5130-45ab-af1d-edd34e626b5d, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajy5i	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence ajy5i DEBUG Returning SchemaVersion [16.0.10.0] for Database , Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnu	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence brrnu DEBUG VERSION LOG (GET): NeedsUpgrade = false for [SPConfigurationDatabase]'s upgrader [Microsoft.SharePoint.Upgrade.SPConfigurationDatabaseSequence] 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSprocsSequence brrnz DEBUG VERSION LOG (GET): Get version 16.0.10379.20000 for Database [] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSprocsSequence brrnz DEBUG VERSION LOG (GET): Get version 16.0.14.0 for Database [] from cache with version Id db9ff490-74db-418e-aefc-6f4230c7cdd7, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajy5i	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSprocsSequence ajy5i DEBUG Returning SchemaVersion [16.0.14.0] for Database , Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSprocsSequence brrnz DEBUG VERSION LOG (GET): Get version 16.0.14.0 for Database [] from cache with version Id db9ff490-74db-418e-aefc-6f4230c7cdd7, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajy5i	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSprocsSequence ajy5i DEBUG Returning SchemaVersion [16.0.14.0] for Database , Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnu	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSprocsSequence brrnu DEBUG VERSION LOG (GET): NeedsUpgrade = false for [SPConfigurationDatabase]'s upgrader [Microsoft.SharePoint.Upgrade.SPConfigurationDatabaseSprocsSequence] 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 brrnz DEBUG VERSION LOG (GET): Get version 16.0.10379.20000 for Database [] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 brrnz DEBUG VERSION LOG (GET): Get version 15.0.1.0 for Database [] from cache with version Id f4d348c4-a6e9-4ed5-bdb2-2358b74ef902, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajy5i	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 ajy5i DEBUG Returning SchemaVersion [15.0.1.0] for Database , Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 brrnz DEBUG VERSION LOG (GET): Get version 15.0.1.0 for Database [] from cache with version Id f4d348c4-a6e9-4ed5-bdb2-2358b74ef902, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajy5i	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 ajy5i DEBUG Returning SchemaVersion [15.0.1.0] for Database , Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnu	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 brrnu DEBUG VERSION LOG (GET): NeedsUpgrade = false for [SPConfigurationDatabase]'s upgrader [Microsoft.SharePoint.Upgrade.SPConfigurationDatabaseSequence2] 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	an58v	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPUpgradeSession an58v DEBUG VERSION LOG (GET): NeedsUpgrade [SPConfigurationDatabase] returned: False. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence brrnz DEBUG VERSION LOG (GET): Get version 16.0.10.0 for Database [] from cache with version Id 60b1f2be-5130-45ab-af1d-edd34e626b5d, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajy5i	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence ajy5i DEBUG Returning SchemaVersion [16.0.10.0] for Database , Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSprocsSequence brrnz DEBUG VERSION LOG (GET): Get version 16.0.14.0 for Database [] from cache with version Id db9ff490-74db-418e-aefc-6f4230c7cdd7, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajy5i	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSprocsSequence ajy5i DEBUG Returning SchemaVersion [16.0.14.0] for Database , Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	brrnz	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 brrnz DEBUG VERSION LOG (GET): Get version 15.0.1.0 for Database [] from cache with version Id f4d348c4-a6e9-4ed5-bdb2-2358b74ef902, Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajy5i	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPConfigurationDatabaseSequence2 ajy5i DEBUG Returning SchemaVersion [15.0.1.0] for Database , Status = Online. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	an58i	Medium	12/16/2021 04:01:00.30 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPUpgradeSession an58i DEBUG IsBackwardsCompatible [SPConfigurationDatabase] returned: True. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name AllowedSafeDomain, Id d12db8dc-f50a-44b3-962d-e80e49a77f4f, Parent 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Version 2762035. Last update info: [User: GLOBALNET\svc-iKM-farmadm Process:psconfigui (9028) Machine:HKDC2VMSPWFE01 Time:August 14, 2021 21:55:21.0000 Stack trace (Thread [11] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name SharePoint_Config, Id 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Parent 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Version 5043143. Last update info: [User: GLOBALNET\svc-iKM-farmadm Process:psconfigui (2720) Machine:HKDC2VMSPWFE01 Time:November 20, 2021 23:48:11.0000 Stack trace (Thread [24] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name , Id 5c44e43d-6309-4577-acb0-6678cb33c8ba, Parent 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Version 2013. Last update info: [User: GLOBALNET\svc-ikm-farmadm Process:psconfigui (7952) Machine:HKDC2VMSPWFE01 Time:April 12, 2021 13:15:31.0000 Stack trace (Thread [8] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name , Id 16e514dc-37f7-4d08-91bd-f9118a682f95, Parent 3f29d4f3-b895-42c0-b793-a8dbc33fb045, Version 5043449. Last update info: [User: GLOBALNET\svc-ikm-farmadm Process:OWSTIMER (7672) Machine:HKDC2VMSPWFE01 Time:November 20, 2021 23:49:41.0000 Stack trace (Thread [18] CorrelationId [680305a0-dc10-a099-b3ba-4f137b966c7a]): ]
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name HKDC2SPDBHAG, Id 3f29d4f3-b895-42c0-b793-a8dbc33fb045, Parent 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Version 5183323. Last update info: [User: GLOBALNET\svc-iKM-farmadm Process:w3wp (84) Machine:HKDC2VMSPWFE01 Time:November 26, 2021 15:11:54.0000 Stack trace (Thread [35] CorrelationId [2fd406a0-9c23-a099-b3ba-48e9073460b7]): ]
SharePoint Foundation	Database	a9g62	Medium	Generated nonsnapshot connection string for  [SPConfigurationDatabase Name=SharePoint_Config][12b08f83-1969-4a5d-890a-9c5bad903c72] with persisted object version [5042997]: Datasource = [HKDC2SPDBHAG], FailoverPartner = []
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name SharePoint_Config, Id 12b08f83-1969-4a5d-890a-9c5bad903c72, Parent 16e514dc-37f7-4d08-91bd-f9118a682f95, Version 5042997. Last update info: [User: GLOBALNET\svc-iKM-farmadm Process:psconfigui (2720) Machine:HKDC2VMSPWFE01 Time:November 20, 2021 23:45:32.0000 Stack trace (Thread [13] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	Database	a9g62	Medium	Generated nonsnapshot connection string for  [SPConfigurationDatabase][12b08f83-1969-4a5d-890a-9c5bad903c72] with persisted object version [5042997]: Datasource = [HKDC2SPDBHAG], FailoverPartner = []
SharePoint Foundation	Database	8u1d	High	"Flushing connection pool 'Data Source=HKDC2SPDBHAG;Initial Catalog=SharePoint_Config;Integrated Security=True;Persist Security Info=False;Enlist=False;Pooling=True;Min Pool Size=0;Max Pool Size=100;PoolBlockingPeriod=Auto;Asynchronous Processing=False;Connection Reset=True;MultipleActiveResultSets=False;Replication=False;Connect Timeout=60;Encrypt=False;TrustServerCertificate=False;Load Balance Timeout=0;Packet Size=8000;Type System Version=Latest;Application Name=SharePoint[psconfigui][1][SharePoint_Config];User Instance=False;Context Connection=False;Transaction Binding=""Implicit Unbind"";ApplicationIntent=ReadWrite;MultiSubnetFailover=False;TransparentNetworkIPResolution=True;ConnectRetryCount=1;ConnectRetryInterval=10;Column Encryption Setting=Disabled'"
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name SharePoint_Config, Id 12b08f83-1969-4a5d-890a-9c5bad903c72, Parent 16e514dc-37f7-4d08-91bd-f9118a682f95, Version 5042997. Last update info: [User: GLOBALNET\svc-iKM-farmadm Process:psconfigui (2720) Machine:HKDC2VMSPWFE01 Time:November 20, 2021 23:45:32.0000 Stack trace (Thread [13] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	Site Cache	aydqi	Medium	Entering InvalidateSiteLookupCache: initializeOnly=True.
SharePoint Foundation	Site Cache	aydqj	Medium	Finished InvalidateSiteLookupCache.
SharePoint Foundation	Config DB	2myf	Medium	Enabling the configuration filesystem and memory caches.
SharePoint Foundation	Config Cache	aup1c	Medium	Start monitoring path [C:\ProgramData\Microsoft\SharePoint\Config\12b08f83-1969-4a5d-890a-9c5bad903c72\] in app domain id [1] and name [DefaultDomain], app pool name [N/A].
SharePoint Foundation	Config Cache	a3use	Medium	SPFileSystemObjectCacheWatcher: Monitoring appdomain 1 [DefaultDomain]: added to map with result True.
SharePoint Foundation	Config DB	az66a	Medium	Enabling the object collection filesystem and memory caches.
SharePoint Foundation	Config DB	aydqk	Medium	Enabling the site lookup filesystem and memory caches.
SharePoint Foundation	Site Cache	aup1c	Medium	Start monitoring path [C:\ProgramData\Microsoft\SharePoint\SiteMap\] in app domain id [1] and name [DefaultDomain], app pool name [N/A].
SharePoint Foundation	Config Cache	a1ywv	Medium	Creating a new filesystem watcher for the extension map cache.
SharePoint Foundation	Topology	aup1c	Medium	Start monitoring path [C:\ProgramData\Microsoft\SharePoint\ExtensionMapCache] in app domain id [1] and name [DefaultDomain], app pool name [N/A].
SharePoint Foundation	Config Cache	a1yww	Medium	A new filesystem watcher for the extension map cache is created.
SharePoint Foundation	Config Cache	azcxp	Medium	SPPersistedObjectCollectionCache: Clearing config collection caches, invalidateFileCache=False.
SharePoint Foundation	Config DB	2myf	Medium	Enabling the configuration filesystem and memory caches.
SharePoint Foundation	Config DB	az66a	Medium	Enabling the object collection filesystem and memory caches.
SharePoint Foundation	Config Cache	be3xg	Medium	SPPersistedObjectDerivedCollectionCache.ReadFromFile(...) succeeded. Read file C:\ProgramData\Microsoft\SharePoint\Config\DerivedCollection\Collections.dcc, class count=587, dependency count=252, object count=2141, configVersion=[5647875], oldConfigVersion=[null]
SharePoint Foundation	Config DB	aydqk	Medium	Enabling the site lookup filesystem and memory caches.
SharePoint Foundation	Config DB	2myf	Medium	Enabling the configuration filesystem and memory caches.
SharePoint Foundation	Config DB	az66a	Medium	Enabling the object collection filesystem and memory caches.
SharePoint Foundation	Config DB	aydqk	Medium	Enabling the site lookup filesystem and memory caches.
SharePoint Foundation	Config DB	2q0j	Medium	The configuration subsystem was initialized by multiple threads.  One of the caches will be disposed.
SharePoint Foundation	Config Cache	2q0k	Medium	Disposing of an SPConfigurationDatabase reference from:    at Microsoft.SharePoint.Administration.SPConfigurationDatabase.Dispose()     at Microsoft.SharePoint.Administration.SPConfigurationDatabase.get_Local()     at Microsoft.SharePoint.Administration.SPFarm.FindLocal(SPFarm& farm, Boolean& isJoined)     at Microsoft.SharePoint.Administration.SPFarm.get_Local()     at Microsoft.SharePoint.Administration.SPWebService.get_ContentService()     at Microsoft.SharePoint.PowerShell.SPCmdletSnapIn.get_Cmdlets()     at System.Management.Automation.Runspaces.InitialSessionState.MergeCustomPSSnapIn(PSSnapInInfo psSnapInInfo, CustomPSSnapIn customPSSnapIn)     at System.Management.Automation.Runspaces.InitialSessionState.LoadCustomPSSnapIn(PSSnapInInfo psSnapInInfo)     at System.Management.Automation.Runspaces.InitialSessionState.ImportPSSnapIn(PSSnapInInfo psSnapInInfo, PSSnapInException& warning)     at System.Management.Automation.Runspaces.InitialSessionState.ImportPSSnapIn(String name, PSSnapInException& warning)     at Microsoft.PowerShell.Commands.AddPSSnapinCommand.AddPSSnapIns(Collection`1 snapInList)     at Microsoft.PowerShell.Commands.AddPSSnapinCommand.ProcessRecord()     at System.Management.Automation.CommandProcessor.ProcessRecord()     at System.Management.Automation.CommandProcessorBase.DoExecute()     at System.Management.Automation.Internal.PipelineProcessor.SynchronousExecuteEnumerate(Object input)     at System.Management.Automation.PipelineOps.InvokePipeline(Object input, Boolean ignoreInput, CommandParameterInternal[][] pipeElements, CommandBaseAst[] pipeElementAsts, CommandRedirection[][] commandRedirections, FunctionContext funcContext)     at System.Management.Automation.Interpreter.ActionCallInstruction`6.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.EnterTryCatchFinallyInstruction.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.Interpreter.Run(InterpretedFrame frame)     at System.Management.Automation.Interpreter.LightLambda.RunVoid1[T0](T0 arg0)     at System.Management.Automation.PSScriptCmdlet.RunClause(Action`1 clause, Object dollarUnderbar, Object inputToProcess)     at System.Management.Automation.PSScriptCmdlet.DoEndProcessing()     at System.Management.Automation.CommandProcessorBase.Complete()     at System.Management.Automation.CommandProcessorBase.DoComplete()     at System.Management.Automation.Internal.PipelineProcessor.DoCompleteCore(CommandProcessorBase commandRequestingUpstreamCommandsToStop)     at System.Management.Automation.Internal.PipelineProcessor.SynchronousExecuteEnumerate(Object input)     at System.Management.Automation.Runspaces.LocalPipeline.InvokeHelper()     at System.Management.Automation.Runspaces.LocalPipeline.InvokeThreadProc()     at System.Management.Automation.Runspaces.PipelineThread.WorkerProc()     at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)     at System.Threading.ThreadHelper.ThreadStart()
SharePoint Foundation	Config Cache	b3a7x	Medium	Stop monitoring path [C:\ProgramData\Microsoft\SharePoint\Config\12b08f83-1969-4a5d-890a-9c5bad903c72\] in app domain id [1] and name [DefaultDomain], app pool name [N/A].
SharePoint Foundation	Site Cache	b3a7x	Medium	Stop monitoring path [C:\ProgramData\Microsoft\SharePoint\SiteMap\] in app domain id [1] and name [DefaultDomain], app pool name [N/A].
